Tank,Week,average temp,Fields.Of.View,power,trophic.level,species,functional type,N-fixer,density
14,3,31.146,40,350,P,Centric.Diatom,Diatom,no,0
1,3,31.456,40,400,P,Centric.Diatom,Diatom,no,0
8,3,32.456,40,450,P,Centric.Diatom,Diatom,no,0
11,3,20.475,40,0,PZ,Centric.Diatom,Diatom,no,0
21,3,21.249,20,50,PZ,Centric.Diatom,Diatom,no,0
28,3,25.046,40,100,PZ,Centric.Diatom,Diatom,no,0
19,3,26.451,40,150,PZ,Centric.Diatom,Diatom,no,0
12,3,28.001,40,200,PZ,Centric.Diatom,Diatom,no,0
13,3,29.1465,40,250,PZ,Centric.Diatom,Diatom,no,0
22,3,30.125,40,300,PZ,Centric.Diatom,Diatom,no,0
20,3,31.456,40,350,PZ,Centric.Diatom,Diatom,no,0
9,3,31.465,40,400,PZ,Centric.Diatom,Diatom,no,0
30,3,32.458,40,450,PZ,Centric.Diatom,Diatom,no,0
2,3,21.616,20,0,PZN,Centric.Diatom,Diatom,no,0
24,3,21.978,40,50,PZN,Centric.Diatom,Diatom,no,0
5,3,25.364,40,100,PZN,Centric.Diatom,Diatom,no,0
16,3,26.657,40,150,PZN,Centric.Diatom,Diatom,no,0
10,3,28.1238,40,200,PZN,Centric.Diatom,Diatom,no,0
26,3,29.345,20,250,PZN,Centric.Diatom,Diatom,no,0
4,3,30.126,40,300,PZN,Centric.Diatom,Diatom,no,0
7,3,31.003,40,350,PZN,Centric.Diatom,Diatom,no,0
23,3,31.645,40,400,PZN,Centric.Diatom,Diatom,no,0
18,3,32.003,20,450,PZN,Centric.Diatom,Diatom,no,0
25,7,17.665,40,0,P,Gloeocystis,Chlorophycea,no,199.5
6,7,18.711,20,50,P,Gloeocystis,Chlorophycea,no,681
15,7,21.664,40,100,P,Gloeocystis,Chlorophycea,no,25.5
3,7,22.654,20,150,P,Gloeocystis,Chlorophycea,no,420
29,7,23.65,40,200,P,Gloeocystis,Chlorophycea,no,30
17,7,24.035,40,250,P,Gloeocystis,Chlorophycea,no,72
27,7,25.138,40,300,P,Gloeocystis,Chlorophycea,no,159
14,7,26.486,40,350,P,Gloeocystis,Chlorophycea,no,33
1,7,27.312,20,400,P,Gloeocystis,Chlorophycea,no,237
8,7,28.302,40,450,P,Gloeocystis,Chlorophycea,no,27
11,7,17.95,40,0,PZ,Gloeocystis,Chlorophycea,no,178.5
21,7,18.746,40,50,PZ,Gloeocystis,Chlorophycea,no,19.5
28,7,21.76,21,100,PZ,Gloeocystis,Chlorophycea,no,680
19,7,22.039,40,150,PZ,Gloeocystis,Chlorophycea,no,213
12,7,23.658,30,200,PZ,Gloeocystis,Chlorophycea,no,328
13,7,24.103,25,250,PZ,Gloeocystis,Chlorophycea,no,172.8
22,7,25.326,40,300,PZ,Gloeocystis,Chlorophycea,no,231
20,7,26.456,40,350,PZ,Gloeocystis,Chlorophycea,no,0
9,7,27.312,40,400,PZ,Gloeocystis,Chlorophycea,no,3
30,7,28.003,40,450,PZ,Gloeocystis,Chlorophycea,no,1.5
2,7,17.76,30,0,PZN,Gloeocystis,Chlorophycea,no,208
24,7,18.413,20,50,PZN,Gloeocystis,Chlorophycea,no,315
5,7,21.697,40,100,PZN,Gloeocystis,Chlorophycea,no,126
16,7,22.456,40,150,PZN,Gloeocystis,Chlorophycea,no,337.5
10,7,23.015,30,200,PZN,Gloeocystis,Chlorophycea,no,38
26,7,24.687,40,250,PZN,Gloeocystis,Chlorophycea,no,295.5
4,7,25.687,40,300,PZN,Gloeocystis,Chlorophycea,no,150
7,7,26.315,40,350,PZN,Gloeocystis,Chlorophycea,no,100.5
23,7,27.453,40,400,PZN,Gloeocystis,Chlorophycea,no,27
18,7,28.645,40,450,PZN,Gloeocystis,Chlorophycea,no,25.5
25,7,17.665,40,0,P,Microcystis,Cyanobacteria,yes,0
6,7,18.711,20,50,P,Microcystis,Cyanobacteria,yes,0
15,7,21.664,40,100,P,Microcystis,Cyanobacteria,yes,0
3,7,22.654,20,150,P,Microcystis,Cyanobacteria,yes,0
29,7,23.65,40,200,P,Microcystis,Cyanobacteria,yes,0
17,7,24.035,40,250,P,Microcystis,Cyanobacteria,yes,0
27,7,25.138,40,300,P,Microcystis,Cyanobacteria,yes,0
14,7,26.486,40,350,P,Microcystis,Cyanobacteria,yes,0
1,7,27.312,20,400,P,Microcystis,Cyanobacteria,yes,0
8,7,28.302,40,450,P,Microcystis,Cyanobacteria,yes,0
11,7,17.95,40,0,PZ,Microcystis,Cyanobacteria,yes,0
21,7,18.746,40,50,PZ,Microcystis,Cyanobacteria,yes,0
28,7,21.76,21,100,PZ,Microcystis,Cyanobacteria,yes,0
19,7,22.039,40,150,PZ,Microcystis,Cyanobacteria,yes,0
12,7,23.658,30,200,PZ,Microcystis,Cyanobacteria,yes,0
13,7,24.103,25,250,PZ,Microcystis,Cyanobacteria,yes,0
22,7,25.326,40,300,PZ,Microcystis,Cyanobacteria,yes,0
20,7,26.456,40,350,PZ,Microcystis,Cyanobacteria,yes,0
9,7,27.312,40,400,PZ,Microcystis,Cyanobacteria,yes,0
30,7,28.003,40,450,PZ,Microcystis,Cyanobacteria,yes,0
2,7,17.76,30,0,PZN,Microcystis,Cyanobacteria,yes,0
24,7,18.413,20,50,PZN,Microcystis,Cyanobacteria,yes,0
5,7,21.697,40,100,PZN,Microcystis,Cyanobacteria,yes,0
16,7,22.456,40,150,PZN,Microcystis,Cyanobacteria,yes,0
10,7,23.015,30,200,PZN,Microcystis,Cyanobacteria,yes,0
26,7,24.687,40,250,PZN,Microcystis,Cyanobacteria,yes,0
4,7,25.687,40,300,PZN,Microcystis,Cyanobacteria,yes,0
7,7,26.315,40,350,PZN,Microcystis,Cyanobacteria,yes,0
23,7,27.453,40,400,PZN,Microcystis,Cyanobacteria,yes,0
18,7,28.645,40,450,PZN,Microcystis,Cyanobacteria,yes,0
25,7,17.665,40,0,P,Oscillatoria,Cyanobacteria,no,9
6,7,18.711,20,50,P,Oscillatoria,Cyanobacteria,no,6
15,7,21.664,40,100,P,Oscillatoria,Cyanobacteria,no,0
3,7,22.654,20,150,P,Oscillatoria,Cyanobacteria,no,0
29,7,23.65,40,200,P,Oscillatoria,Cyanobacteria,no,0
17,7,24.035,40,250,P,Oscillatoria,Cyanobacteria,no,1.5
27,7,25.138,40,300,P,Oscillatoria,Cyanobacteria,no,1.5
14,7,26.486,40,350,P,Oscillatoria,Cyanobacteria,no,3
1,7,27.312,20,400,P,Oscillatoria,Cyanobacteria,no,6
8,7,28.302,40,450,P,Oscillatoria,Cyanobacteria,no,4.5
11,7,17.95,40,0,PZ,Oscillatoria,Cyanobacteria,no,0
21,7,18.746,40,50,PZ,Oscillatoria,Cyanobacteria,no,0
28,7,21.76,21,100,PZ,Oscillatoria,Cyanobacteria,no,2.857142857
19,7,22.039,40,150,PZ,Oscillatoria,Cyanobacteria,no,4.5
12,7,23.658,30,200,PZ,Oscillatoria,Cyanobacteria,no,4
13,7,24.103,25,250,PZ,Oscillatoria,Cyanobacteria,no,0
22,7,25.326,40,300,PZ,Oscillatoria,Cyanobacteria,no,0
20,7,26.456,40,350,PZ,Oscillatoria,Cyanobacteria,no,6
9,7,27.312,40,400,PZ,Oscillatoria,Cyanobacteria,no,0
30,7,28.003,40,450,PZ,Oscillatoria,Cyanobacteria,no,1.5
2,7,17.76,30,0,PZN,Oscillatoria,Cyanobacteria,no,16
24,7,18.413,20,50,PZN,Oscillatoria,Cyanobacteria,no,39
5,7,21.697,40,100,PZN,Oscillatoria,Cyanobacteria,no,4.5
16,7,22.456,40,150,PZN,Oscillatoria,Cyanobacteria,no,4.5
10,7,23.015,30,200,PZN,Oscillatoria,Cyanobacteria,no,8
26,7,24.687,40,250,PZN,Oscillatoria,Cyanobacteria,no,36
4,7,25.687,40,300,PZN,Oscillatoria,Cyanobacteria,no,13.5
7,7,26.315,40,350,PZN,Oscillatoria,Cyanobacteria,no,3
23,7,27.453,40,400,PZN,Oscillatoria,Cyanobacteria,no,0
18,7,28.645,40,450,PZN,Oscillatoria,Cyanobacteria,no,3
25,7,17.665,40,0,P,Chrysospherella,Chrysophycea,no,1.5
6,7,18.711,20,50,P,Chrysospherella,Chrysophycea,no,0
15,7,21.664,40,100,P,Chrysospherella,Chrysophycea,no,0
3,7,22.654,20,150,P,Chrysospherella,Chrysophycea,no,12
29,7,23.65,40,200,P,Chrysospherella,Chrysophycea,no,3
17,7,24.035,40,250,P,Chrysospherella,Chrysophycea,no,1.5
27,7,25.138,40,300,P,Chrysospherella,Chrysophycea,no,0
14,7,26.486,40,350,P,Chrysospherella,Chrysophycea,no,0
1,7,27.312,20,400,P,Chrysospherella,Chrysophycea,no,3
8,7,28.302,40,450,P,Chrysospherella,Chrysophycea,no,0
11,7,17.95,40,0,PZ,Chrysospherella,Chrysophycea,no,1.5
21,7,18.746,40,50,PZ,Chrysospherella,Chrysophycea,no,0
28,7,21.76,21,100,PZ,Chrysospherella,Chrysophycea,no,2.857142857
19,7,22.039,40,150,PZ,Chrysospherella,Chrysophycea,no,9
12,7,23.658,30,200,PZ,Chrysospherella,Chrysophycea,no,0
13,7,24.103,25,250,PZ,Chrysospherella,Chrysophycea,no,2.4
22,7,25.326,40,300,PZ,Chrysospherella,Chrysophycea,no,1.5
20,7,26.456,40,350,PZ,Chrysospherella,Chrysophycea,no,0
9,7,27.312,40,400,PZ,Chrysospherella,Chrysophycea,no,1.5
30,7,28.003,40,450,PZ,Chrysospherella,Chrysophycea,no,0
2,7,17.76,30,0,PZN,Chrysospherella,Chrysophycea,no,2
24,7,18.413,20,50,PZN,Chrysospherella,Chrysophycea,no,12
5,7,21.697,40,100,PZN,Chrysospherella,Chrysophycea,no,13.5
16,7,22.456,40,150,PZN,Chrysospherella,Chrysophycea,no,0
10,7,23.015,30,200,PZN,Chrysospherella,Chrysophycea,no,0
26,7,24.687,40,250,PZN,Chrysospherella,Chrysophycea,no,3
4,7,25.687,40,300,PZN,Chrysospherella,Chrysophycea,no,7.5
7,7,26.315,40,350,PZN,Chrysospherella,Chrysophycea,no,0
23,7,27.453,40,400,PZN,Chrysospherella,Chrysophycea,no,4.5
18,7,28.645,40,450,PZN,Chrysospherella,Chrysophycea,no,12
25,7,17.665,40,0,P,Chrysophyte,Chrysophycea,no,1.5
6,7,18.711,20,50,P,Chrysophyte,Chrysophycea,no,51
15,7,21.664,40,100,P,Chrysophyte,Chrysophycea,no,0
3,7,22.654,20,150,P,Chrysophyte,Chrysophycea,no,36
29,7,23.65,40,200,P,Chrysophyte,Chrysophycea,no,13.5
17,7,24.035,40,250,P,Chrysophyte,Chrysophycea,no,4.5
27,7,25.138,40,300,P,Chrysophyte,Chrysophycea,no,78
14,7,26.486,40,350,P,Chrysophyte,Chrysophycea,no,276
1,7,27.312,20,400,P,Chrysophyte,Chrysophycea,no,162
8,7,28.302,40,450,P,Chrysophyte,Chrysophycea,no,3
11,7,17.95,40,0,PZ,Chrysophyte,Chrysophycea,no,9
21,7,18.746,40,50,PZ,Chrysophyte,Chrysophycea,no,1.5
28,7,21.76,21,100,PZ,Chrysophyte,Chrysophycea,no,182.8571429
19,7,22.039,40,150,PZ,Chrysophyte,Chrysophycea,no,40.5
12,7,23.658,30,200,PZ,Chrysophyte,Chrysophycea,no,80
13,7,24.103,25,250,PZ,Chrysophyte,Chrysophycea,no,295.2
22,7,25.326,40,300,PZ,Chrysophyte,Chrysophycea,no,96
20,7,26.456,40,350,PZ,Chrysophyte,Chrysophycea,no,0
9,7,27.312,40,400,PZ,Chrysophyte,Chrysophycea,no,30
30,7,28.003,40,450,PZ,Chrysophyte,Chrysophycea,no,0
2,7,17.76,30,0,PZN,Chrysophyte,Chrysophycea,no,236
24,7,18.413,20,50,PZN,Chrysophyte,Chrysophycea,no,81
5,7,21.697,40,100,PZN,Chrysophyte,Chrysophycea,no,10.5
16,7,22.456,40,150,PZN,Chrysophyte,Chrysophycea,no,6
10,7,23.015,30,200,PZN,Chrysophyte,Chrysophycea,no,352
26,7,24.687,40,250,PZN,Chrysophyte,Chrysophycea,no,183
4,7,25.687,40,300,PZN,Chrysophyte,Chrysophycea,no,34.5
7,7,26.315,40,350,PZN,Chrysophyte,Chrysophycea,no,85.5
23,7,27.453,40,400,PZN,Chrysophyte,Chrysophycea,no,10.5
18,7,28.645,40,450,PZN,Chrysophyte,Chrysophycea,no,45
25,7,17.665,40,0,P,Anabaena,Cyanobacteria,yes,0
6,7,18.711,20,50,P,Anabaena,Cyanobacteria,yes,0
15,7,21.664,40,100,P,Anabaena,Cyanobacteria,yes,0
3,7,22.654,20,150,P,Anabaena,Cyanobacteria,yes,3
29,7,23.65,40,200,P,Anabaena,Cyanobacteria,yes,0
17,7,24.035,40,250,P,Anabaena,Cyanobacteria,yes,0
27,7,25.138,40,300,P,Anabaena,Cyanobacteria,yes,0
14,7,26.486,40,350,P,Anabaena,Cyanobacteria,yes,0
1,7,27.312,20,400,P,Anabaena,Cyanobacteria,yes,0
8,7,28.302,40,450,P,Anabaena,Cyanobacteria,yes,0
11,7,17.95,40,0,PZ,Anabaena,Cyanobacteria,yes,0
21,7,18.746,40,50,PZ,Anabaena,Cyanobacteria,yes,18
28,7,21.76,21,100,PZ,Anabaena,Cyanobacteria,yes,2.857142857
19,7,22.039,40,150,PZ,Anabaena,Cyanobacteria,yes,0
12,7,23.658,30,200,PZ,Anabaena,Cyanobacteria,yes,0
13,7,24.103,25,250,PZ,Anabaena,Cyanobacteria,yes,0
22,7,25.326,40,300,PZ,Anabaena,Cyanobacteria,yes,0
20,7,26.456,40,350,PZ,Anabaena,Cyanobacteria,yes,0
9,7,27.312,40,400,PZ,Anabaena,Cyanobacteria,yes,0
30,7,28.003,40,450,PZ,Anabaena,Cyanobacteria,yes,0
2,7,17.76,30,0,PZN,Anabaena,Cyanobacteria,yes,0
24,7,18.413,20,50,PZN,Anabaena,Cyanobacteria,yes,0
5,7,21.697,40,100,PZN,Anabaena,Cyanobacteria,yes,0
16,7,22.456,40,150,PZN,Anabaena,Cyanobacteria,yes,0
10,7,23.015,30,200,PZN,Anabaena,Cyanobacteria,yes,0
26,7,24.687,40,250,PZN,Anabaena,Cyanobacteria,yes,0
4,7,25.687,40,300,PZN,Anabaena,Cyanobacteria,yes,0
7,7,26.315,40,350,PZN,Anabaena,Cyanobacteria,yes,0
23,7,27.453,40,400,PZN,Anabaena,Cyanobacteria,yes,0
18,7,28.645,40,450,PZN,Anabaena,Cyanobacteria,yes,0
25,7,17.665,40,0,P,Dinobryon,Chrysophycea,no,0
6,7,18.711,20,50,P,Dinobryon,Chrysophycea,no,0
15,7,21.664,40,100,P,Dinobryon,Chrysophycea,no,0
3,7,22.654,20,150,P,Dinobryon,Chrysophycea,no,0
29,7,23.65,40,200,P,Dinobryon,Chrysophycea,no,0
17,7,24.035,40,250,P,Dinobryon,Chrysophycea,no,0
27,7,25.138,40,300,P,Dinobryon,Chrysophycea,no,0
14,7,26.486,40,350,P,Dinobryon,Chrysophycea,no,0
1,7,27.312,20,400,P,Dinobryon,Chrysophycea,no,0
8,7,28.302,40,450,P,Dinobryon,Chrysophycea,no,0
11,7,17.95,40,0,PZ,Dinobryon,Chrysophycea,no,0
21,7,18.746,40,50,PZ,Dinobryon,Chrysophycea,no,0
28,7,21.76,21,100,PZ,Dinobryon,Chrysophycea,no,0
19,7,22.039,40,150,PZ,Dinobryon,Chrysophycea,no,0
12,7,23.658,30,200,PZ,Dinobryon,Chrysophycea,no,0
13,7,24.103,25,250,PZ,Dinobryon,Chrysophycea,no,0
22,7,25.326,40,300,PZ,Dinobryon,Chrysophycea,no,0
20,7,26.456,40,350,PZ,Dinobryon,Chrysophycea,no,0
9,7,27.312,40,400,PZ,Dinobryon,Chrysophycea,no,0
30,7,28.003,40,450,PZ,Dinobryon,Chrysophycea,no,0
2,7,17.76,30,0,PZN,Dinobryon,Chrysophycea,no,0
24,7,18.413,20,50,PZN,Dinobryon,Chrysophycea,no,0
5,7,21.697,40,100,PZN,Dinobryon,Chrysophycea,no,0
16,7,22.456,40,150,PZN,Dinobryon,Chrysophycea,no,0
10,7,23.015,30,200,PZN,Dinobryon,Chrysophycea,no,0
26,7,24.687,40,250,PZN,Dinobryon,Chrysophycea,no,0
4,7,25.687,40,300,PZN,Dinobryon,Chrysophycea,no,0
7,7,26.315,40,350,PZN,Dinobryon,Chrysophycea,no,0
23,7,27.453,40,400,PZN,Dinobryon,Chrysophycea,no,0
18,7,28.645,40,450,PZN,Dinobryon,Chrysophycea,no,0
25,7,17.665,40,0,P,Coleosphaerium,Cyanobacteria,no,0
6,7,18.711,20,50,P,Coleosphaerium,Cyanobacteria,no,3
15,7,21.664,40,100,P,Coleosphaerium,Cyanobacteria,no,0
3,7,22.654,20,150,P,Coleosphaerium,Cyanobacteria,no,0
29,7,23.65,40,200,P,Coleosphaerium,Cyanobacteria,no,0
17,7,24.035,40,250,P,Coleosphaerium,Cyanobacteria,no,0
27,7,25.138,40,300,P,Coleosphaerium,Cyanobacteria,no,0
14,7,26.486,40,350,P,Coleosphaerium,Cyanobacteria,no,0
1,7,27.312,20,400,P,Coleosphaerium,Cyanobacteria,no,0
8,7,28.302,40,450,P,Coleosphaerium,Cyanobacteria,no,0
11,7,17.95,40,0,PZ,Coleosphaerium,Cyanobacteria,no,0
21,7,18.746,40,50,PZ,Coleosphaerium,Cyanobacteria,no,0
28,7,21.76,21,100,PZ,Coleosphaerium,Cyanobacteria,no,0
19,7,22.039,40,150,PZ,Coleosphaerium,Cyanobacteria,no,0
12,7,23.658,30,200,PZ,Coleosphaerium,Cyanobacteria,no,0
13,7,24.103,25,250,PZ,Coleosphaerium,Cyanobacteria,no,0
22,7,25.326,40,300,PZ,Coleosphaerium,Cyanobacteria,no,0
20,7,26.456,40,350,PZ,Coleosphaerium,Cyanobacteria,no,3
9,7,27.312,40,400,PZ,Coleosphaerium,Cyanobacteria,no,0
30,7,28.003,40,450,PZ,Coleosphaerium,Cyanobacteria,no,1.5
2,7,17.76,30,0,PZN,Coleosphaerium,Cyanobacteria,no,0
24,7,18.413,20,50,PZN,Coleosphaerium,Cyanobacteria,no,0
5,7,21.697,40,100,PZN,Coleosphaerium,Cyanobacteria,no,0
16,7,22.456,40,150,PZN,Coleosphaerium,Cyanobacteria,no,0
10,7,23.015,30,200,PZN,Coleosphaerium,Cyanobacteria,no,2
26,7,24.687,40,250,PZN,Coleosphaerium,Cyanobacteria,no,1.5
4,7,25.687,40,300,PZN,Coleosphaerium,Cyanobacteria,no,0
7,7,26.315,40,350,PZN,Coleosphaerium,Cyanobacteria,no,0
23,7,27.453,40,400,PZN,Coleosphaerium,Cyanobacteria,no,0
18,7,28.645,40,450,PZN,Coleosphaerium,Cyanobacteria,no,1.5
25,7,17.665,40,0,P,Cryptomonas,Cryptomonas,no,7.5
6,7,18.711,20,50,P,Cryptomonas,Cryptomonas,no,0
15,7,21.664,40,100,P,Cryptomonas,Cryptomonas,no,0
3,7,22.654,20,150,P,Cryptomonas,Cryptomonas,no,0
29,7,23.65,40,200,P,Cryptomonas,Cryptomonas,no,27
17,7,24.035,40,250,P,Cryptomonas,Cryptomonas,no,0
27,7,25.138,40,300,P,Cryptomonas,Cryptomonas,no,7.5
14,7,26.486,40,350,P,Cryptomonas,Cryptomonas,no,1.5
1,7,27.312,20,400,P,Cryptomonas,Cryptomonas,no,0
8,7,28.302,40,450,P,Cryptomonas,Cryptomonas,no,0
11,7,17.95,40,0,PZ,Cryptomonas,Cryptomonas,no,0
21,7,18.746,40,50,PZ,Cryptomonas,Cryptomonas,no,3
28,7,21.76,21,100,PZ,Cryptomonas,Cryptomonas,no,2.857142857
19,7,22.039,40,150,PZ,Cryptomonas,Cryptomonas,no,7.5
12,7,23.658,30,200,PZ,Cryptomonas,Cryptomonas,no,0
13,7,24.103,25,250,PZ,Cryptomonas,Cryptomonas,no,0
22,7,25.326,40,300,PZ,Cryptomonas,Cryptomonas,no,0
20,7,26.456,40,350,PZ,Cryptomonas,Cryptomonas,no,0
9,7,27.312,40,400,PZ,Cryptomonas,Cryptomonas,no,9
30,7,28.003,40,450,PZ,Cryptomonas,Cryptomonas,no,3
2,7,17.76,30,0,PZN,Cryptomonas,Cryptomonas,no,0
24,7,18.413,20,50,PZN,Cryptomonas,Cryptomonas,no,3
5,7,21.697,40,100,PZN,Cryptomonas,Cryptomonas,no,0
16,7,22.456,40,150,PZN,Cryptomonas,Cryptomonas,no,0
10,7,23.015,30,200,PZN,Cryptomonas,Cryptomonas,no,0
26,7,24.687,40,250,PZN,Cryptomonas,Cryptomonas,no,0
4,7,25.687,40,300,PZN,Cryptomonas,Cryptomonas,no,0
7,7,26.315,40,350,PZN,Cryptomonas,Cryptomonas,no,0
23,7,27.453,40,400,PZN,Cryptomonas,Cryptomonas,no,1.5
18,7,28.645,40,450,PZN,Cryptomonas,Cryptomonas,no,9
25,7,17.665,40,0,P,Diatom.w.protrusions,Diatom,no,0
6,7,18.711,20,50,P,Diatom.w.protrusions,Diatom,no,0
15,7,21.664,40,100,P,Diatom.w.protrusions,Diatom,no,0
3,7,22.654,20,150,P,Diatom.w.protrusions,Diatom,no,0
29,7,23.65,40,200,P,Diatom.w.protrusions,Diatom,no,0
17,7,24.035,40,250,P,Diatom.w.protrusions,Diatom,no,0
27,7,25.138,40,300,P,Diatom.w.protrusions,Diatom,no,0
14,7,26.486,40,350,P,Diatom.w.protrusions,Diatom,no,0
1,7,27.312,20,400,P,Diatom.w.protrusions,Diatom,no,0
8,7,28.302,40,450,P,Diatom.w.protrusions,Diatom,no,0
11,7,17.95,40,0,PZ,Diatom.w.protrusions,Diatom,no,0
21,7,18.746,40,50,PZ,Diatom.w.protrusions,Diatom,no,0
28,7,21.76,21,100,PZ,Diatom.w.protrusions,Diatom,no,0
19,7,22.039,40,150,PZ,Diatom.w.protrusions,Diatom,no,0
12,7,23.658,30,200,PZ,Diatom.w.protrusions,Diatom,no,0
13,7,24.103,25,250,PZ,Diatom.w.protrusions,Diatom,no,0
22,7,25.326,40,300,PZ,Diatom.w.protrusions,Diatom,no,0
20,7,26.456,40,350,PZ,Diatom.w.protrusions,Diatom,no,0
9,7,27.312,40,400,PZ,Diatom.w.protrusions,Diatom,no,0
30,7,28.003,40,450,PZ,Diatom.w.protrusions,Diatom,no,0
2,7,17.76,30,0,PZN,Diatom.w.protrusions,Diatom,no,0
24,7,18.413,20,50,PZN,Diatom.w.protrusions,Diatom,no,0
5,7,21.697,40,100,PZN,Diatom.w.protrusions,Diatom,no,0
16,7,22.456,40,150,PZN,Diatom.w.protrusions,Diatom,no,0
10,7,23.015,30,200,PZN,Diatom.w.protrusions,Diatom,no,0
26,7,24.687,40,250,PZN,Diatom.w.protrusions,Diatom,no,0
4,7,25.687,40,300,PZN,Diatom.w.protrusions,Diatom,no,0
7,7,26.315,40,350,PZN,Diatom.w.protrusions,Diatom,no,0
23,7,27.453,40,400,PZN,Diatom.w.protrusions,Diatom,no,0
18,7,28.645,40,450,PZN,Diatom.w.protrusions,Diatom,no,0
25,7,17.665,40,0,P,Fragilaria,Diatom,no,0
6,7,18.711,20,50,P,Fragilaria,Diatom,no,6
15,7,21.664,40,100,P,Fragilaria,Diatom,no,0
3,7,22.654,20,150,P,Fragilaria,Diatom,no,0
29,7,23.65,40,200,P,Fragilaria,Diatom,no,0
17,7,24.035,40,250,P,Fragilaria,Diatom,no,0
27,7,25.138,40,300,P,Fragilaria,Diatom,no,0
14,7,26.486,40,350,P,Fragilaria,Diatom,no,0
1,7,27.312,20,400,P,Fragilaria,Diatom,no,3
8,7,28.302,40,450,P,Fragilaria,Diatom,no,0
11,7,17.95,40,0,PZ,Fragilaria,Diatom,no,0
21,7,18.746,40,50,PZ,Fragilaria,Diatom,no,3
28,7,21.76,21,100,PZ,Fragilaria,Diatom,no,0
19,7,22.039,40,150,PZ,Fragilaria,Diatom,no,0
12,7,23.658,30,200,PZ,Fragilaria,Diatom,no,0
13,7,24.103,25,250,PZ,Fragilaria,Diatom,no,2.4
22,7,25.326,40,300,PZ,Fragilaria,Diatom,no,0
20,7,26.456,40,350,PZ,Fragilaria,Diatom,no,4.5
9,7,27.312,40,400,PZ,Fragilaria,Diatom,no,0
30,7,28.003,40,450,PZ,Fragilaria,Diatom,no,0
2,7,17.76,30,0,PZN,Fragilaria,Diatom,no,2
24,7,18.413,20,50,PZN,Fragilaria,Diatom,no,0
5,7,21.697,40,100,PZN,Fragilaria,Diatom,no,0
16,7,22.456,40,150,PZN,Fragilaria,Diatom,no,0
10,7,23.015,30,200,PZN,Fragilaria,Diatom,no,0
26,7,24.687,40,250,PZN,Fragilaria,Diatom,no,0
4,7,25.687,40,300,PZN,Fragilaria,Diatom,no,0
7,7,26.315,40,350,PZN,Fragilaria,Diatom,no,0
23,7,27.453,40,400,PZN,Fragilaria,Diatom,no,0
18,7,28.645,40,450,PZN,Fragilaria,Diatom,no,0
25,7,17.665,40,0,P,Euglenid,Flagellate,no,0
6,7,18.711,20,50,P,Euglenid,Flagellate,no,0
15,7,21.664,40,100,P,Euglenid,Flagellate,no,0
3,7,22.654,20,150,P,Euglenid,Flagellate,no,0
29,7,23.65,40,200,P,Euglenid,Flagellate,no,0
17,7,24.035,40,250,P,Euglenid,Flagellate,no,0
27,7,25.138,40,300,P,Euglenid,Flagellate,no,0
14,7,26.486,40,350,P,Euglenid,Flagellate,no,0
1,7,27.312,20,400,P,Euglenid,Flagellate,no,0
8,7,28.302,40,450,P,Euglenid,Flagellate,no,0
11,7,17.95,40,0,PZ,Euglenid,Flagellate,no,0
21,7,18.746,40,50,PZ,Euglenid,Flagellate,no,0
28,7,21.76,21,100,PZ,Euglenid,Flagellate,no,0
19,7,22.039,40,150,PZ,Euglenid,Flagellate,no,0
12,7,23.658,30,200,PZ,Euglenid,Flagellate,no,0
13,7,24.103,25,250,PZ,Euglenid,Flagellate,no,0
22,7,25.326,40,300,PZ,Euglenid,Flagellate,no,0
20,7,26.456,40,350,PZ,Euglenid,Flagellate,no,0
9,7,27.312,40,400,PZ,Euglenid,Flagellate,no,0
30,7,28.003,40,450,PZ,Euglenid,Flagellate,no,0
2,7,17.76,30,0,PZN,Euglenid,Flagellate,no,2
24,7,18.413,20,50,PZN,Euglenid,Flagellate,no,0
5,7,21.697,40,100,PZN,Euglenid,Flagellate,no,0
16,7,22.456,40,150,PZN,Euglenid,Flagellate,no,0
10,7,23.015,30,200,PZN,Euglenid,Flagellate,no,0
26,7,24.687,40,250,PZN,Euglenid,Flagellate,no,0
4,7,25.687,40,300,PZN,Euglenid,Flagellate,no,0
7,7,26.315,40,350,PZN,Euglenid,Flagellate,no,0
23,7,27.453,40,400,PZN,Euglenid,Flagellate,no,0
18,7,28.645,40,450,PZN,Euglenid,Flagellate,no,0
25,7,17.665,40,0,P,Arthrodesmus,Chlorophycea,no,0
6,7,18.711,20,50,P,Arthrodesmus,Chlorophycea,no,0
15,7,21.664,40,100,P,Arthrodesmus,Chlorophycea,no,0
3,7,22.654,20,150,P,Arthrodesmus,Chlorophycea,no,0
29,7,23.65,40,200,P,Arthrodesmus,Chlorophycea,no,0
17,7,24.035,40,250,P,Arthrodesmus,Chlorophycea,no,0
27,7,25.138,40,300,P,Arthrodesmus,Chlorophycea,no,0
14,7,26.486,40,350,P,Arthrodesmus,Chlorophycea,no,0
1,7,27.312,20,400,P,Arthrodesmus,Chlorophycea,no,0
8,7,28.302,40,450,P,Arthrodesmus,Chlorophycea,no,0
11,7,17.95,40,0,PZ,Arthrodesmus,Chlorophycea,no,0
21,7,18.746,40,50,PZ,Arthrodesmus,Chlorophycea,no,0
28,7,21.76,21,100,PZ,Arthrodesmus,Chlorophycea,no,0
